codigo,descricao,uq,rg,sadc,ua,requisitos,observacao
,"- Atuns (do género Thunnus), gaiado (bonito-listrado*) (katsuwonus pelamis), excepto subprodutos comestíveis de peixes das subposições 0302.91 a 0302.99:",,,,,,
0302.31.00,-- Atum (Albacora-branca*) (Thunnus Alalunga)……………………,Kg,20,,,,
0302.32.00,-- Atum ( Albacora-laje*) (Thunnus albacares)……………………,Kg,20,,,,
0302.33.00,-- Gaiado (Bonito-listrado*) (Katsuwonus pelamis)…………………..,Kg,20,,,,
0302.34.00,-- Atum (Albacora-bandolim*) (Thunnus obesus)……………………,Kg,20,,,,
0302.35.00,"-- Atuns (Atuns-azuis ) (Thunnus thynnus, Thunnus orientalis)…………",Kg,20,,,,
0302.36.00,-- Atum (Atum-azul do sul*) (Thunnus maccoyii)……………………,Kg,20,,,,
0302.39.00,-- Outros………………………………………………….………….,Kg,20,,,,
,"- Arenques (Clupea harengus, Clupea pallasii), biqueirões (anchovas*) (Engraulis spp.), sardinha (Sardina pilchardus) e sardinelas (Sardinops spp., Sardinella spp.),(Sardinhas (Sardina pilchardus,  Sardinops spp., Sardinella spp.)*),espadilha (anchoveta*) (Sprattus sprattus), sardas e cavalas (cavalinhas*) (Scomber  scombrus,  Scomber  australasicus, Scomber  japonicus), cavalas-do-índico  (Rastrelliger spp.), serras (Scomberomorus spp.), carapaus (Trachurus spp.), xaréus (Caranx spp.), cobia (bijupirá*) (Rachycentron canadum) pampos-prateado (Pampus spp.), agulhão-do-japão (Cololabis saira), charros (Decapterus spp.), capelim (Mollotus villosus), espadarte (Xiphias  gladius), merma- oriental (Euthynnus affinis), bonitos (Sarda spp.), espadins, marlins, veleiros (Istiophoridae), excepto subprodutos comestíveis de peixes das subposições 0302.91 a 0302.99:",,,,,,
0302.41.00,"-- Arenques (Clupea harengus, Clupea pallasii)……………………",Kg,20,,,,
0302.42.00,-- Biqueirões (Anchovas*) (Engraulis spp.)…………………………..,Kg,20,,,,
0302.43.00,"-- Sardinha (Sardina pilchardus) e sardinelas (Sardinopsspp., Sardinella spp.), (Sardinhas (Sardina pilchardus, Sardinops spp., Sardinella spp.)*), espadilha (anchoveta*) (Sprattus sprattus)…………..",Kg,20,,,,
0302.44.00,"-- Sardas e cavalas (Cavalinhas*) (Scomber scombrus, Scomber australasicus, Scomber japonicus)…",Kg,20,,,,
0302.45.00,-- Carapaus (Trachurus spp.)…………………………………..……,Kg,20,,,,
0302.46.00,-- Cobia (Bijupirá*) (Rachycentron canadum)…………………,Kg,20,,,,
0302.47.00,-- Espadarte (Xiphias gladius)………………………………………,Kg,20,,,,
0302.49.00,-- Outros……………………………………………………………..,Kg,20,,,,
,"- Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, excepto subprodutos comestíveis de peixes das subposições 0302.91 a 0302.99:",,,,,,
0302.51.00,"-- Bacalhau-do-atlântico (Gadus morhua),bacalhau-da-gronelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus)………………………………...",Kg,20,,,,
0302.52.00,-- Arinca (hadoque) (Melanogrammus aeglefinus)……………..,Kg,20,,,,
0302.53.00,-- Escamudo (Saithe*) (Pollachius virens)…………………………,Kg,20,,,,
0302.54.00,-- Pescadas (Merluzas*) e abróteas (Merluccius spp.) (Urophycis spp.)…………,Kg,20,,,,
0302.55.00,-- Escamudo-do-alasca (Polaca-do-alasca*) (Theragra chalcogramma)...,Kg,20,,,,
0302.56.00,"-- Verdinhos (Micromesistius poutassou, Micromesistius australis)………………………………...",Kg,20,,,,
0302.59.00,-- Outros……………………………………………………….…….,Kg,20,,,,
,"- Tilápias (Oreochromis spp.), peixes-gato (bagres*) (Pangasius spp., Silurus spp., Clarias spp.,  Ictalurus spp.), carpas (Cyprinus spp. Carassius spp., Ctenopharyngodon idellus, Hypophtalmichthys spp., Cirrhinus spp., Mylopharyngodon  piceus, Catla  catla, Labeo  spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguilla spp.), perca-do-nilo  (Lates niloticus)  e peixes  cabeça-de- serpente (Channa spp.), excepto subprodutos comestíveis de peixes das subposições 0302.91 a 0302.99:",,,,,,
0302.71.00,-- Tilápias (Oreochromis spp.)…………………………..…………..,Kg,50,,,,
0302.72.00,"-- Peixes-gato (Bagres*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)….",Kg,50,,,,
0302.73.00,"-- Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophtalmichthys  spp.,  Cirrhinus  spp.,  Mylopharyngodon  piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)…………………………………………………..…..",Kg,20,,,,
0302.74.00,-- Enguias (Anguilla spp.)……………………………………………….,Kg,20,,,,
0302.79.00,-- Outros……………………………………………………..…….…….,Kg,20,,,,
,"- Outros  peixes,  excepto  subprodutos  comestíveis  de  peixes  das subposições 0302.91 a 0302.99:",,,,,,
0302.81.00,-- Cação e outros tubarões…………………………………………..,Kg,20,,,,
0302.82.00,-- Raias (Rajidae)…………………………………………….……..,Kg,20,,,,
0302.83.00,-- Marlongas (Merluza negra e merluza antártica*) (Dissostichus spp.)……….,Kg,20,,,,
0302.84.00,-- Robalos (Dicentrarchus spp.)……………………………………..,Kg,20,,,,
0302.85.00,-- Esparídeos (Sparidae)…………………………………………….…..,Kg,20,,,,
0302.89.00,-- Outros…………………………………………………….……….,Kg,20,,,,
,"- Fígados, ovas, gónadas masculinas, barbatanas, cabeças, caudas, bexigas natatórias e outros subprodutos comestíveis de peixes:",,,,,,
0302.91.00,"-- Fígados, ovas e gónadas masculinas……………………………..",Kg,20,,,,
0302.92.00,-- Barbatanas de tubarão……………………………………..……..,Kg,55,,,,
0302.99.00,-- Outros…………………………………………………………….,Kg,20,,,,
03.03,"Peixes congelados, excepto os filetes (filés) de peixes e outra carne de peixes da posição 03.04.",,,,,,
,"- Salmonídeos, excepto subprodutos comestíveis de peixes das subposições 0303.91 a 0303.99:",,,,,,
0303.11.00,-- Salmão-do-pacífico (Salmão-vermelho) (Oncorhynchus nerka)…,Kg,20,,,,
0303.12.00,"-- Outros salmões-do-pacífico (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus  tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus)…………",Kg,20,,,,
0303.13.00,-- Salmão-do-atlântico (Salmo salar) e salmão-do-danúbio (Hucho hucho)…………………,Kg,20,,,,
0303.14.00,"-- Trutas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita,   Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster)………………..…..",Kg,20,,,,
0303.19.00,-- Outros…………………………………………………….………,Kg,20,,,,
,"- Tilápias (Oreochromis spp.), peixes-gato (bagres*) (Pangasius spp., Silurus spp., Clarias spp.,  Ictalurus spp.), carpas (Cyprinus spp. Carassius spp., Ctenopharyngodon idellus, Hypophtalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguilla spp.), perca-do-nilo (Lates niloticus) e peixes cabeça-de- serpente (Channa spp.), excepto subprodutos comestíveis de peixes das subposições 0303.91 a 0303.99:",,,,,,
0303.23.00,-- Tilápias (Oreochromis spp.)…………………………….……….,Kg,50,,,,
0303.24.00,"--  Peixes-gato (bagres*)  (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)….",Kg,50,,,,
0303.25.00,"-- Carpas  (Cyprinus spp., Carassius spp., Ctenopharyngodon  idellus, Hypophtalmichthys  spp.,  Cirrhinus  spp.,  Mylopharyngodon  piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)………………………………………………….",Kg,20,,,,
0303.26.00,-- Enguias (Anguilla spp.)…………………………………..……..,Kg,20,,,,
0303.29.00,-- Outros…………………………………………………….………,Kg,20,,,,
,"- Peixes  chatos  (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophtalmidae  e  Citharidae),  excepto  subprodutos  comestíveis  de peixes das subposições 0303.91 a 0303.99:",,,,,,
0303.31.00,"-- Alabotes   (Linguados-gigantes*)   (Reinhardtius  hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)…",Kg,20,,,,
0303.32.00,-- Solha (Pleuronectes platessa)………………………………………...,Kg,20,,,,
0303.33.00,-- Linguados (Solea spp.)……………………………………..………..,Kg,20,,,,
0303.34.00,-- Pregado (Psetta maxima)……………………………………………,Kg,20,,,,
0303.39.00,-- Outros………………………………………………….…………….,Kg,20,,,,
,"- Atuns (do género Thunnus), gaiado (bonito-listrado*) (Katsuwonus pelamis), exceto subprodutos   comestíveis de peixes das subposições 0303.91 a 0303.99:",,,,,,
0303.41.00,-- Atum (Albacora-branca*) (Thunnus alalunga)……………………,Kg,20,,,,
0303.42.00,-- Atum (Albacora-laje*) (Thunnus albacares)……………………,Kg,20,,,,
0303.43.00,-- Gaiado (Bonito-listrado*) (Katsuwonus pelamis)…………………..,Kg,20,,,,
0303.44.00,-- Atum (Albacora-bandolim*) (Thunnus obesus)…………………..,Kg,20,,,,
0303.45.00,"-- Atuns (Atuns-azuis*) (Thunnus thynnus, Thunnus orientalis)…………………..…",Kg,20,,,,
0303.46.00,-- Atum (Atum.azul do sul*) (Thunnus maccoyii)……………………,Kg,20,,,,
0303.49.00,-- Outros……………………………………………………….……,Kg,20,,,,
,"- Arenques (Clupea harengus, Clupea pallasii), biqueirões (anchovas*) (Engraulisspp.), sardinha (Sardina pilchardus) e sardinelas (Sardinops spp., Sardinella spp.), (Sardinhas (Sardina pilchardus,  Sardinops spp., Sardinellaspp.)*), espadilha (anchoveta*) (Sprattus sprattus), sardas e cavalas  (cavalinhas*)  (Scomber  scombrus,  Scomber  australasicus, Scomber  japonicus),  cavalas-do-índico (Rastrelliger spp.), serras (Scomberomorus spp.), carapaus (Trachurus spp.), xaréus (Caranx spp.), cobia (bijupirá*) (Rachycentron canadum) pampos-prateado (Pampus spp.), agulhão-do-japão (Cololabis saira), charros (Decapterus spp.), capelim  (Mallotus  villosus),   espadarte  (Xiphias  gladius),  merma- oriental (Euthynnus affinis), bonitos (Sarda spp.), espadim, marlim, veleiro (Istiophoridae), excepto subprodutos comestíveis de peixes das subposições 0303.91 a 0303.99:",,,,,,
0303.51.00,"-- Arenques (Clupea harengus, Clupea pallasii)……………………",Kg,20,,,,
0303.53.00,"-- Sardinha (Sardina  pilchardus) e sardinelas  (Sardinops spp., Sardinella spp.), (Sardinhas  (Sardina pilchardus, Sardinopsspp., Sardinella spp.)*), espadilha (anchoveta*) (Sprattus sprattus)….",Kg,20,,,,
0303.54.00,"-- Sardas e cavalas (Cavalinhas*) (Scomber scombrus, Scomber australasicus, Scomber japonicus)...…",Kg,20,,,,
0303.55.00,-- Carapaus ( Trachurus spp.)…………………………………….,Kg,20,,,,
0303.56.00,-- Cobia (Bijupirá*) (Rachycentron canadum)…………………,Kg,20,,,,
0303.57.00,-- Espadarte (Xiphias gladius)……………………………………..,Kg,20,,,,
0303.59.00,-- Outros……………………………………………………….……,Kg,20,,,,
,"- Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, excepto subprodutos comestíveis de peixes das subposições 0303.91 a 0303.99:",,,,,,
0303.63.00,"-- Bacalhau-do-atlântico (Gadus morhua),bacalhau-da-gronelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus)………………………..
",Kg,20,,,,
0303.64.00,-- Arinca ( hadoque) (Melanogrammus aeglefinus)………………...,Kg,20,,,,
0303.65.00,-- Escamudo (Saithe*) (Pollachius virens)…………………………,Kg,20,,,,
0303.66.00,-- Pescadas (Merluzas*) e abróteas (Merluccius spp.) (Urophycis spp.)..,Kg,20,,,,
0303.67.00,-- Escamudo-do-alasca (Polaca-do-alasca*) (Theragra chalcogramma)..,Kg,20,,,,
0303.68.00,"-- Verdinhos (Micromesistius poutassou, Micromesistius australis).",Kg,20,,,,
0303.69.00,-- Outros…………………………………………………….……….,Kg,20,,,,
